	RT	distractor_position	key_pressed	set_size	target_ecc	target_orientation	target_position
0	8.241699746045924	[[64.67358551481693, 0.0], [-615.082349360385, -199.85237011239857], [-91.46226176235025, 91.46226176235027], [336.05380805794056, 194.02075654445076], [261.61014884324163, -190.0708988924276], [-97.01037827222535, 168.02690402897028], [190.07089889242746, -261.6101488432417], [-8.316241446460834e-14, -452.71509860371856], [1.1880344923515477e-14, 194.0207565444508], [-646.7358551481693, 7.920229949010318e-14], [430.1929685937627, -287.4457517974401], [-100.43253387780676, 374.8193191648576], [1.584045989802064e-14, 258.69434205926774], [365.84904704940095, -365.8490470494011]]	right	15	4	right	[  7.92022995e-15   1.29347171e+02]
1	6.140249061784743	[[-239.00240780503117, 98.99803875266922], [-182.92452352470056, -182.9245235247005], [-638.7734635746727, -101.17177752244002], [-282.2632471268895, 353.9469166770056], [573.2194358708077, 101.07405241050907], [-374.81931916485763, -100.43253387780666], [478.0048156100622, -197.9960775053387], [478.00481561006234, 197.99607750533838], [-407.8822098713244, -196.42571973715536], [-353.94691667700556, 282.26324712688955], [615.0823493603849, 199.85237011239863], [99.92618505619926, -307.5411746801925], [-2.3760689847030953e-14, -129.34717102963387], [168.02690402897028, 97.01037827222538]]	right	15	8	right	[ -4.75213797e-14  -2.58694342e+02]
2	6.059818560411259	[[-4.7521379694061906e-14, -258.69434205926774], [1.584045989802064e-14, 258.69434205926774], [-5.940172461757739e-14, -323.36792757408466], [-98.99803875266917, 239.00240780503117], [-261.61014884324163, 190.07089889242758], [-646.7358551481693, 7.920229949010318e-14], [452.71509860371856, 0.0], [-504.08071208691086, -291.031134816676], [-615.0823493603849, 199.85237011239872], [507.4472056306562, -100.93752499218618], [-282.2632471268895, 353.9469166770056], [-407.8822098713244, -196.42571973715536], [-374.8193191648575, 100.43253387780692], [282.26324712688944, -353.9469166770056]]	right	15	12	right	[ -3.88041513e+02   4.75213797e-14]
3	5.935021683575997	[[-336.05380805794044, 194.02075654445093], [507.4472056306562, -100.93752499218618], [194.0207565444508, 0.0], [-615.0823493603849, 199.85237011239872], [-582.0622696333523, 7.128206954109286e-14], [374.8193191648575, -100.43253387780713], [-407.8822098713244, -196.42571973715536], [-91.46226176235025, 91.46226176235027], [478.00481561006234, 197.99607750533838], [1.1880344923515477e-14, 194.0207565444508], [638.7734635746727, 101.17177752244011], [-258.69434205926774, 3.168091979604128e-14], [353.9469166770055, -282.26324712688955], [374.8193191648576, 100.4325338778068]]	right	15	4	right	[  7.92022995e-15   1.29347171e+02]
4	4.129403852754876	[[-97.01037827222535, 168.02690402897028], [100.43253387780663, -374.81931916485763], [307.54117468019246, -99.92618505619939], [274.38678528705066, -274.3867852870508]]	left	5	12	left	[ 194.02075654  336.05380806]
5	0.9088745294666296	[[-282.2632471268895, 353.9469166770056], [194.02075654445085, 336.0538080579405], [-452.71509860371856, 5.544160964307223e-14], [478.00481561006234, 197.99607750533838]]	right	5	4	right	[ 91.46226176  91.46226176]
6	3.1975722719348596	[[638.7734635746726, -101.17177752244027], [-4.7521379694061906e-14, -258.69434205926774], [-64.67358551481693, 7.92022994901032e-15], [182.92452352470053, 182.9245235247005], [-261.61014884324163, 190.07089889242758], [-194.0207565444508, 2.3760689847030953e-14], [-507.44720563065624, -100.937524992186], [239.0024078050311, -98.99803875266934], [504.0807120869108, 291.0311348166761], [430.1929685937627, 287.4457517974401], [336.05380805794044, -194.02075654445096], [353.9469166770055, -282.26324712688955], [168.02690402897028, 97.01037827222538], [64.67358551481693, 0.0]]	right	15	12	right	[ 100.43253388 -374.81931916]
7	7.157334784606974	[[-517.3886841185355, 6.336183959208255e-14], [504.0807120869106, -291.03113481667646], [638.7734635746726, -101.17177752244027], [-430.19296859376277, 287.4457517974401], [-5.940172461757739e-14, -323.36792757408466], [-638.7734635746727, -101.17177752244002], [-190.0708988924275, 261.6101488432417], [196.42571973715545, 407.8822098713244], [-582.0622696333523, 7.128206954109286e-14], [261.61014884324163, -190.0708988924276], [-98.99803875266933, -239.0024078050311], [-261.61014884324163, 190.07089889242758], [239.0024078050311, -98.99803875266934], [-441.3645858949117, -100.73858655742437], [365.84904704940107, 365.849047049401], [-336.0538080579406, -194.02075654445068], [-99.9261850561993, 307.5411746801925], [-8.316241446460834e-14, -452.71509860371856], [-239.00240780503117, 98.99803875266922], [-546.9596196123589, -199.07702088446317], [-100.73858655742438, 441.3645858949117], [-282.2632471268895, 353.9469166770056], [353.9469166770055, -282.26324712688955], [196.42571973715536, -407.8822098713244], [168.02690402897028, 97.01037827222538], [430.1929685937627, 287.4457517974401], [98.99803875266925, -239.00240780503114], [-100.43253387780676, 374.8193191648576], [-711.4094406629863, 8.712252943911351e-14]]	right	30	12	right	[ 194.02075654 -336.05380806]
8	2.2888508331898265	[[-282.26324712688955, -353.9469166770055], [98.99803875266925, -239.00240780503114], [-388.0415130889016, 4.7521379694061906e-14], [441.3645858949117, 100.73858655742441], [-323.36792757408466, 3.960114974505159e-14], [182.92452352470053, 182.9245235247005], [-100.43253387780712, -374.8193191648575], [517.3886841185355, 0.0], [-353.94691667700556, 282.26324712688955], [430.1929685937627, -287.4457517974401], [-573.2194358708077, -101.0740524105089], [573.2194358708077, 101.07405241050907], [2.3760689847030953e-14, 388.0415130889016], [646.7358551481693, 0.0]]	right	15	8	right	[ 182.92452352 -182.92452352]
9	1.5271848640313692	[[336.05380805794056, 194.02075654445076], [-4.7521379694061906e-14, -258.69434205926774], [-282.2632471268895, 353.9469166770056], [-5.940172461757739e-14, -323.36792757408466]]	right	5	12	right	[-374.81931916 -100.43253388]
