	RT	flanker_presence	key_pressed	target_ecc	target_flank_ratio	target_orientation	target_vf
0	6.528704761876725e-05	flankers	left	4	0.8	left	left
1	0.1083573978351069	flankers	right	12	0.8	right	right
2		flankers		8	0.8	left	left
3		flankers		12	0.8	left	right
4		flankers		4	0.8	left	right
5		flankers		12	0.8	right	right
6		flankers		12	0.8	right	right
7		flankers		4	0.8	right	left
8		flankers		12	0.8	left	right
9		flankers		8	0.8	left	left
10		flankers		4	0.8	left	left
11	0.9001051149978139	flankers	right	12	0.8	left	right
12	0.3249453256612469	no flankers	left	4	0.8	left	left
13	0.6833931702906284	flankers	left	8	0.8	right	left
14	1.1167745803595608	flankers	left	4	0.8	right	left
15	0.6082734369811078	no flankers	left	12	0.8	right	right
16	0.47507987684980435	flankers	left	12	0.8	right	right
17	0.375012508599184	flankers	left	8	0.8	left	right
18	0.816712457880385	flankers	left	8	0.8	right	right
19	0.6750053526825468	flankers	left	8	0.8	right	right
20	0.4249003659781465	no flankers	right	8	0.8	right	left
21	0.6917875451129021	flankers	right	4	0.8	left	left
22	0.5248103610829276	no flankers	left	12	0.8	right	right
23	0.8084552143679957	flankers	left	8	0.8	right	left
24	0.6333074560943714	flankers	left	8	0.8	right	right
25	0.8500288089790047	flankers	right	12	0.8	left	right
26	0.6749985103720064	flankers	right	8	0.8	left	right
27	0.5833220957883896	flankers	right	12	0.8	left	right
28	0.5416971838474183	flankers	left	8	0.8	right	left
29	0.3333890221397269	flankers	right	4	0.8	right	right
30	0.6417500121879129	flankers	right	8	0.8	left	right
31	0.7417010611568458	flankers	left	4	0.8	right	left
32	1.0001049154304837	flankers	right	8	0.8	right	right
33		flankers		12	0.8	left	left
34	0.7500635051960671	flankers	left	4	0.8	right	left
35	0.3583623157458078	flankers	left	12	0.8	right	right
36	0.4167508888588145	flankers	left	4	0.8	left	right
37	0.5834247304485416	flankers	left	8	0.8	right	right
38	0.5918088418050047	flankers	left	8	0.8	right	left
39	0.5165611002662445	no flankers	left	4	0.8	right	right
40	0.6500406119648687	flankers	left	8	0.8	right	left
41	0.4082878058334245	flankers	left	4	0.8	right	left
42	0.5583604911298607	flankers	right	8	0.8	left	right
43	0.8167004838369394	flankers	right	8	0.8	left	left
44	0.5500633341382581	flankers	right	4	0.8	left	right
45	0.5083802625565568	flankers	left	12	0.8	right	left
46	0.7665181220024806	no flankers	left	12	0.8	right	right
47	0.6333046051317979	flankers	right	12	0.8	left	left
48	0.6334300474941301	flankers	right	4	0.8	left	right
49	0.5249551899923972	flankers	left	12	0.8	right	left
50	0.5915730671824804	no flankers	right	12	0.8	left	right
51	0.6084020154025893	flankers	right	8	0.8	left	right
52	0.7498947281992514	flankers	right	4	0.8	left	left
53	0.5833354953133494	flankers	left	12	0.8	right	left
54	0.8249571571568595	flankers	right	4	0.8	left	right
55	0.5999241073707253	no flankers	right	4	0.8	left	left
56	0.5750585801579291	flankers	left	8	0.8	right	right
57	0.6917060075772952	flankers	right	8	0.8	left	right
58	0.5500770187595663	flankers	left	4	0.8	right	right
59	0.5750283599522845	flankers	right	4	0.8	right	left
60	0.6251363116580251	flankers	right	4	0.8	left	right
61	0.7084365975813398	flankers	right	8	0.8	left	right
62	0.6584349867871424	flankers	left	8	0.8	right	left
63	0.7750635978522951	no flankers	left	12	0.8	right	right
64	0.5334114307072468	flankers	left	12	0.8	right	right
65	0.48327012273671244	no flankers	left	8	0.8	right	left
66	0.6667406966669205	flankers	right	8	0.8	left	left
67	0.8251635668623294	flankers	right	12	0.8	left	left
68	0.8750939035867304	flankers	right	8	0.8	left	right
69	1.233461351065671	flankers	left	4	0.8	right	left
70	0.9583736625777419	flankers	right	4	0.8	right	left
71	0.741743255405936	flankers	right	4	0.8	left	right
72		flankers		0.0	0.0	left	0.0
73		flankers		0.0	0.0	left	0.0
74		flankers		0.0	0.0	right	0.0
75		no flankers		0.0	0.0	right	0.0
76		flankers		0.0	0.0	left	0.0
77		flankers		0.0	0.0	left	0.0
78		flankers		0.0	0.0	left	0.0
79		flankers		0.0	0.0	left	0.0
80		flankers		0.0	0.0	right	0.0
81		flankers		0.0	0.0	left	0.0
82		flankers		0.0	0.0	right	0.0
83		flankers		0.0	0.0	left	0.0
84		flankers		0.0	0.0	left	0.0
85		no flankers		0.0	0.0	right	0.0
86		no flankers		0.0	0.0	right	0.0
87		flankers		0.0	0.0	right	0.0
88		flankers		0.0	0.0	left	0.0
89		no flankers		0.0	0.0	left	0.0
90		flankers		0.0	0.0	left	0.0
91		flankers		0.0	0.0	right	0.0
92		no flankers		0.0	0.0	left	0.0
93		flankers		0.0	0.0	left	0.0
94		no flankers		0.0	0.0	right	0.0
95		flankers		0.0	0.0	right	0.0
96		flankers		0.0	0.0	left	0.0
97		flankers		0.0	0.0	right	0.0
98		flankers		0.0	0.0	left	0.0
99		no flankers		0.0	0.0	right	0.0
100		flankers		0.0	0.0	right	0.0
101		no flankers		0.0	0.0	left	0.0
102		flankers		0.0	0.0	right	0.0
103		flankers		0.0	0.0	right	0.0
104		no flankers		0.0	0.0	right	0.0
105		flankers		0.0	0.0	left	0.0
106		flankers		0.0	0.0	right	0.0
107		flankers		0.0	0.0	left	0.0
108		flankers		0.0	0.0	right	0.0
109		flankers		0.0	0.0	right	0.0
110		flankers		0.0	0.0	left	0.0
111		flankers		0.0	0.0	right	0.0
112		flankers		0.0	0.0	left	0.0
113		flankers		0.0	0.0	right	0.0
114		flankers		0.0	0.0	left	0.0
115		flankers		0.0	0.0	right	0.0
116		flankers		0.0	0.0	right	0.0
117		flankers		0.0	0.0	left	0.0
118		flankers		0.0	0.0	right	0.0
119		flankers		0.0	0.0	left	0.0
120		flankers		0.0	0.0	left	0.0
121		flankers		0.0	0.0	right	0.0
122		flankers		0.0	0.0	left	0.0
123		flankers		0.0	0.0	right	0.0
124		flankers		0.0	0.0	left	0.0
125		flankers		0.0	0.0	left	0.0
126		flankers		0.0	0.0	left	0.0
127		flankers		0.0	0.0	right	0.0
128		flankers		0.0	0.0	right	0.0
129		flankers		0.0	0.0	left	0.0
130		no flankers		0.0	0.0	right	0.0
131		no flankers		0.0	0.0	right	0.0
132		flankers		0.0	0.0	right	0.0
133		no flankers		0.0	0.0	right	0.0
134		flankers		0.0	0.0	right	0.0
135		flankers		0.0	0.0	left	0.0
136		no flankers		0.0	0.0	left	0.0
137		flankers		0.0	0.0	left	0.0
138		no flankers		0.0	0.0	left	0.0
139		flankers		0.0	0.0	left	0.0
140		flankers		0.0	0.0	left	0.0
141		flankers		0.0	0.0	right	0.0
142		flankers		0.0	0.0	left	0.0
143		flankers		0.0	0.0	left	0.0
0	0.42504348430998107	flankers	right	8	0.8	right	right
1	0.5916577407772365	no flankers	left	8	0.8	right	right
2	0.5500550663462036	flankers	right	12	0.8	left	left
3	0.5500259865257249	flankers	right	4	0.8	right	left
4	0.5582866511936118	no flankers	right	12	0.8	left	left
5	0.7833861284125305	flankers	left	12	0.8	right	left
6	0.6666890942406098	flankers	right	12	0.8	left	right
7	0.5334464975494484	flankers	right	12	0.8	left	right
8	0.9167778304572494	flankers	right	12	0.8	left	left
9	0.5415817198547757	flankers	left	8	0.8	right	right
10	0.42495738523371074	flankers	right	8	0.8	left	left
11	0.7832139302602172	no flankers	left	4	0.8	right	left
12	0.5417296848233946	flankers	left	12	0.8	right	right
13	0.5334139965736995	flankers	right	12	0.8	left	left
14	0.7250671187912303	flankers	left	4	0.8	right	left
15	0.9250173980003638	flankers	left	4	0.8	right	right
16	0.575091081133678	flankers	right	8	0.8	left	left
17	0.7001112160583034	flankers	right	12	0.8	left	right
18	0.48337845932246637	flankers	right	12	0.8	left	right
19	0.5415817198547757	no flankers	right	12	0.8	left	left
20	0.8585024405667809	flankers	right	4	0.8	left	right
21	0.7250939178416047	flankers	right	12	0.8	left	right
22	0.6916492734178519	flankers	right	4	0.8	left	right
23	0.5750731200680548	flankers	right	4	0.8	left	right
24	0.8833902052890608	flankers	left	4	0.8	right	right
25	1.124883288710862	flankers	left	4	0.8	right	left
26	0.59999310067019	flankers	left	4	0.8	right	right
27		flankers		8	0.8	right	left
28	0.32499407712498396	flankers	right	8	0.8	left	right
29	0.7167879228654783	flankers	left	8	0.8	right	right
30	0.7750536194826054	flankers	left	12	0.8	right	right
31	0.6416818741772659	flankers	left	8	0.8	right	left
32	0.5166717176223301	flankers	right	4	0.8	right	left
33	0.516696806094842	flankers	right	4	0.8	left	left
34	0.5417952569673616	flankers	left	4	0.8	right	right
35	0.8334353502850718	flankers	left	4	0.8	right	left
36	0.5666562226397218	flankers	left	8	0.8	right	left
37	0.6167812801220407	flankers	left	12	0.8	right	left
38	0.5834070544792667	flankers	left	4	0.8	right	left
39	0.6834148376076428	flankers	right	8	0.8	left	left
40	0.7582135525078684	flankers	left	12	0.8	left	right
41	0.7750037276337025	flankers	right	4	0.8	left	left
42	0.7667407821959387	flankers	right	12	0.8	left	left
43	0.7917360282153822	flankers	left	8	0.8	right	left
44	0.7250625572510216	flankers	right	4	0.8	left	left
