	RT	flanker_presence	key_pressed	target_ecc	target_flank_ratio	target_orientation	target_vf
0	1.7498782686437835	flankers	right	8	0.8	left	right
1	1.6832595723037684	flankers	left	12	0.8	right	left
2	1.783005447406822	flankers	right	8	0.8	left	right
3	1.3331966825212476	no flankers	right	8	0.8	right	right
4	1.1166873448423758	flankers	left	12	0.8	left	left
5		flankers		8	0.8	left	left
6	5.359600697829592e-05	flankers	left	8	0.8	left	right
7	0.8833722379525852	flankers	left	12	0.8	right	left
8	1.5416654788118649	flankers	left	8	0.8	left	right
9		flankers		12	0.8	left	left
10	5.901262488805514e-05	flankers	right	4	0.8	right	left
11	0.9750122871696476	flankers	right	8	0.75	right	left
12	0.8083971258856764	flankers	right	4	0.8	right	right
13	1.000047609218882	flankers	left	12	0.8	left	right
14	0.7166855202974602	flankers	right	4	0.75	right	left
15	0.7581850795559149	flankers	left	8	0.75	left	right
16	0.9247799997947368	no flankers	right	12	0.8	right	left
17		flankers		12	0.8	right	left
18		flankers		12	0.8	left	left
19	5.673194345945376e-05	no flankers	right	8	0.75	right	right
20	0.7166738318067019	flankers	right	12	0.8	left	right
21	1.741556063133885	flankers	right	12	0.8	right	left
22	0.7750002565765044	flankers	right	4	0.75	right	right
23	0.8416836672440695	flankers	left	4	0.75	left	left
24	0.6583730646996173	flankers	right	4	0.7	right	right
25	0.7915708305440603	flankers	left	12	0.8	left	left
26	0.6415752778723345	flankers	left	8	0.8	right	left
27	0.6999199480917468	flankers	right	12	0.75	right	right
28	1.1333921939126412	flankers	left	12	0.75	left	left
29	0.9165607100214856	no flankers	left	12	0.75	left	left
30	0.9250360062537766	flankers	left	12	0.75	left	left
31	0.7584134327557877	flankers	left	4	0.7	left	right
32	0.6999940702289678	flankers	left	4	0.75	right	right
33	0.5749454632118614	flankers	right	4	0.75	right	left
34	0.8581732770308008	flankers	left	8	0.8	left	left
35	0.6583667928264276	flankers	left	8	0.8	left	left
36	1.5500207541983855	flankers	right	12	0.8	left	right
37	0.7080445895971934	no flankers	right	8	0.8	right	left
38	1.2750162213446856	flankers	right	8	0.75	right	right
39	0.5416161590819684	flankers	right	8	0.75	right	left
40	0.9167286251711175	flankers	right	4	0.75	right	right
41	0.7833099183401373	flankers	left	8	0.75	left	right
42	0.7498896720494486	flankers	left	8	0.7	left	left
43	1.5665998807203323	flankers	left	12	0.8	left	right
44	0.6583385693973014	flankers	left	8	0.75	right	left
45	0.9331218761794844	no flankers	right	8	0.75	right	right
46	0.9583801348110228	flankers	left	8	0.75	left	right
47		flankers		12	0.8	left	left
48	0.2833640845174159	flankers	left	4	0.7	left	left
49	0.6750422781267389	flankers	left	8	0.75	left	right
50	0.5748881610982153	no flankers	left	12	0.8	left	left
51	0.9499815264825884	flankers	left	4	0.75	right	right
52	0.6416682156293518	flankers	left	12	0.8	right	left
53	1.0415845146310403	flankers	left	12	0.8	left	right
54	0.6501073060480849	flankers	left	4	0.75	left	right
55	0.6167053052063238	flankers	left	4	0.75	left	left
56	0.6915373045314936	no flankers	right	8	0.75	right	right
57	1.0999266190840444	flankers	right	8	0.7	right	right
58	0.833147647876558	flankers	left	4	0.7	left	right
59		no flankers		12	0.8	left	left
60	1.0833184138775778	flankers	right	8	0.7	right	left
61	0.725037659747386	flankers	left	4	0.7	left	left
62		flankers		4	0.75	right	right
63	4.675396348829963e-05	flankers	right	8	0.75	left	left
64	1.2083989504305919	flankers	left	12	0.8	left	right
65	0.6667021122530059	flankers	left	8	0.75	left	left
66	1.0582614253573865	flankers	left	8	0.75	left	right
67	0.5915271555002164	flankers	right	4	0.75	right	left
68		flankers		12	0.8	right	left
69		flankers		12	0.8	left	right
70	0.8831843668428974	flankers	left	8	0.7	left	right
71	0.6915863391761832	flankers	left	4	0.8	right	right
72		no flankers		0.0	0.0	right	0.0
73		flankers		0.0	0.0	left	0.0
74		flankers		0.0	0.0	right	0.0
75		flankers		0.0	0.0	right	0.0
76		no flankers		0.0	0.0	right	0.0
77		flankers		0.0	0.0	right	0.0
78		flankers		0.0	0.0	left	0.0
79		flankers		0.0	0.0	left	0.0
80		flankers		0.0	0.0	right	0.0
81		flankers		0.0	0.0	left	0.0
82		flankers		0.0	0.0	right	0.0
83		no flankers		0.0	0.0	left	0.0
84		no flankers		0.0	0.0	left	0.0
85		no flankers		0.0	0.0	left	0.0
86		flankers		0.0	0.0	right	0.0
87		flankers		0.0	0.0	right	0.0
88		flankers		0.0	0.0	right	0.0
89		flankers		0.0	0.0	right	0.0
90		flankers		0.0	0.0	right	0.0
91		no flankers		0.0	0.0	left	0.0
92		flankers		0.0	0.0	right	0.0
93		flankers		0.0	0.0	right	0.0
94		flankers		0.0	0.0	left	0.0
95		flankers		0.0	0.0	right	0.0
96		no flankers		0.0	0.0	left	0.0
97		flankers		0.0	0.0	right	0.0
98		no flankers		0.0	0.0	left	0.0
99		flankers		0.0	0.0	left	0.0
100		no flankers		0.0	0.0	left	0.0
101		flankers		0.0	0.0	left	0.0
102		flankers		0.0	0.0	right	0.0
103		flankers		0.0	0.0	right	0.0
104		no flankers		0.0	0.0	right	0.0
105		flankers		0.0	0.0	left	0.0
106		flankers		0.0	0.0	left	0.0
107		flankers		0.0	0.0	right	0.0
108		flankers		0.0	0.0	right	0.0
109		flankers		0.0	0.0	right	0.0
110		flankers		0.0	0.0	right	0.0
111		no flankers		0.0	0.0	left	0.0
112		flankers		0.0	0.0	left	0.0
113		no flankers		0.0	0.0	left	0.0
114		flankers		0.0	0.0	right	0.0
115		flankers		0.0	0.0	right	0.0
116		flankers		0.0	0.0	left	0.0
117		flankers		0.0	0.0	right	0.0
118		flankers		0.0	0.0	left	0.0
119		no flankers		0.0	0.0	left	0.0
120		flankers		0.0	0.0	right	0.0
121		flankers		0.0	0.0	left	0.0
122		flankers		0.0	0.0	right	0.0
123		flankers		0.0	0.0	right	0.0
124		flankers		0.0	0.0	left	0.0
125		flankers		0.0	0.0	right	0.0
126		flankers		0.0	0.0	right	0.0
127		flankers		0.0	0.0	left	0.0
128		flankers		0.0	0.0	right	0.0
129		flankers		0.0	0.0	left	0.0
130		flankers		0.0	0.0	right	0.0
131		flankers		0.0	0.0	right	0.0
132		flankers		0.0	0.0	right	0.0
133		flankers		0.0	0.0	left	0.0
134		flankers		0.0	0.0	right	0.0
135		flankers		0.0	0.0	right	0.0
136		no flankers		0.0	0.0	left	0.0
137		flankers		0.0	0.0	right	0.0
138		flankers		0.0	0.0	right	0.0
139		flankers		0.0	0.0	left	0.0
140		flankers		0.0	0.0	left	0.0
141		no flankers		0.0	0.0	left	0.0
142		flankers		0.0	0.0	right	0.0
143		flankers		0.0	0.0	left	0.0
0	1.0083672489622586	flankers	left	12	0.8	left	right
1	0.5333583828146402	flankers	right	4	0.8	right	left
2	0.4998648696418968	flankers	left	8	0.8	right	right
3	1.1499907062243437	no flankers	left	12	0.8	right	right
4	0.7667356382657999	flankers	left	8	0.8	left	left
5	1.083421329614339	flankers	right	12	0.8	left	right
6	0.6081809743300255	no flankers	left	4	0.8	left	left
7	0.6916832681249616	flankers	left	8	0.8	left	left
8	0.7833840404773582	flankers	right	4	0.8	right	left
9	0.9665247322764117	flankers	right	12	0.8	right	left
10	0.6834195050696508	flankers	left	4	0.75	left	left
11	0.8084193625268199	flankers	right	4	0.8	left	right
12	0.7916161590819684	flankers	left	8	0.75	left	right
13	1.724865468320786	no flankers	left	8	0.75	left	right
14	0.5999679564301914	flankers	left	12	0.8	right	right
15	0.47504991840878574	flankers	right	8	0.75	right	left
16	0.39175915778969284	flankers	left	8	0.8	right	right
17	0.5000114034060061	no flankers	right	8	0.8	right	left
18		no flankers		12	0.8	right	right
19		flankers		4	0.8	right	right
20	0.7583601218343574	flankers	left	12	0.8	right	right
21	0.6331954851634691	flankers	right	12	0.8	right	left
22	0.7750344667938407	flankers	right	12	0.8	right	right
23	0.7500732668818273	flankers	left	4	0.8	left	right
24	0.6000369470343685	flankers	left	4	0.8	left	left
25	0.633363115227894	flankers	left	12	0.75	left	left
26	0.975024830916027	flankers	left	4	0.75	left	right
27	0.5999585486201795	no flankers	left	8	0.8	left	left
28	0.7832782738892092	flankers	right	12	0.75	right	right
29	1.3582060618223295	flankers	right	12	0.75	right	right
30	0.7083724375124802	flankers	left	12	0.8	right	left
31	0.6498581416326488	flankers	left	4	0.75	left	left
32	0.4666501697397507	flankers	left	8	0.8	right	left
33	0.5582776752107748	flankers	left	12	0.8	left	left
34	1.058118882785493	flankers	right	4	0.8	left	right
35	0.7167265725579455	flankers	right	8	0.8	right	left
36	0.6917297370032429	flankers	left	8	0.8	left	left
37	0.7498782686438972	flankers	left	4	0.8	left	right
38	0.7748617051970541	no flankers	left	4	0.8	left	left
39	0.7833127691919799	flankers	left	8	0.75	left	right
40	0.9166519372674884	flankers	left	8	0.8	right	right
41	0.6167531995106401	flankers	left	8	0.8	right	right
42		no flankers		12	0.8	left	left
43	0.7915893610784224	flankers	left	8	0.8	left	left
44	0.9082567499608558	flankers	right	4	0.8	right	right
45	0.6998677775104625	flankers	right	4	0.75	right	left
46	0.5584071038656475	flankers	left	4	0.75	left	left
47	1.233333922509246	flankers	right	12	0.8	left	right
48	1.008275451546524	flankers	left	12	0.8	left	left
49	0.8333788519280461	flankers	right	4	0.75	right	left
50	0.7331851080643901	no flankers	right	4	0.75	right	left
51	0.6831797484633171	no flankers	right	4	0.75	right	right
52	0.6833884307884546	flankers	left	4	0.7	left	left
53		flankers		12	0.8	left	left
54	0.6832193752984494	flankers	left	8	0.8	left	left
55		flankers		12	0.8	right	right
56	0.7666914500682651	flankers	left	12	0.8	left	left
57	0.7998719397533023	flankers	left	12	0.8	right	left
58	0.5583968408004694	flankers	left	8	0.75	left	left
59		flankers		12	0.8	right	right
60	0.5750010548154023	flankers	left	8	0.75	left	left
61		flankers		12	0.8	left	right
62	0.9333279927382137	flankers	right	4	0.75	left	right
63	0.800056960011716	flankers	left	12	0.8	left	left
64		flankers		12	0.8	left	right
65	1.4165296357409716	flankers	right	12	0.8	right	left
66	1.308101492591959	flankers	left	4	0.75	left	left
67	0.9333559310821329	flankers	right	4	0.75	right	left
68	0.7332156121747175	no flankers	right	8	0.75	right	right
69		flankers		12	0.8	right	right
70	0.6832259322568461	flankers	right	8	0.75	right	left
71		flankers		12	0.8	left	left
72	0.8417284256115636	flankers	right	8	0.8	left	right
73		no flankers		12	0.8	left	right
74	1.416463495987955	no flankers	right	8	0.8	left	left
75		flankers		12	0.8	right	right
76	0.7583658235366784	flankers	right	8	0.8	left	left
77		no flankers		8	0.8	right	right
78	0.6250648568702672	flankers	right	8	0.8	left	left
79	0.658392450489373	flankers	right	4	0.8	left	left
80		flankers		12	0.8	right	right
81	0.7417040223231197	flankers	right	4	0.8	right	left
82	0.8000062148557845	flankers	right	4	0.8	right	right
83		flankers		12	0.8	left	left
84	0.9915355370035286	flankers	right	4	0.75	right	left
85		flankers		8	0.8	right	right
86	0.7832212568605428	flankers	right	12	0.8	left	right
87		flankers		12	0.8	right	left
88		flankers		4	0.8	right	left
89	0.7749383931004559	flankers	right	8	0.8	right	left
90	1.0750803084852123	flankers	left	4	0.8	left	right
91	0.725071299794763	flankers	left	4	0.8	left	left
92	0.8917101231454581	flankers	right	8	0.8	right	right
93	1.150000114033901	flankers	right	8	0.75	right	right
94	0.8830977009592971	flankers	left	8	0.75	left	left
95		flankers		12	0.8	right	right
96	0.8750149669699567	flankers	left	8	0.75	left	left
97	0.4582521315815029	no flankers	right	4	0.8	left	right
98		flankers		12	0.8	right	left
99	0.6749000206405071	flankers	right	8	0.7	right	right
100		no flankers		12	0.8	left	right
101		flankers		8	0.75	left	right
102		flankers		12	0.8	left	left
103	1.09156307622834	flankers	left	12	0.8	right	left
104	1.075103970551936	flankers	right	8	0.75	right	left
105		no flankers		12	0.8	right	left
106		no flankers		12	0.8	right	right
107	1.441730877344071	flankers	right	4	0.75	right	right
108	0.8166919632217287	flankers	right	4	0.75	right	right
109	0.8748969417206354	flankers	right	8	0.8	left	right
110	1.399932263770097	flankers	right	4	0.8	left	right
111	0.6748467097186222	no flankers	left	4	0.8	left	right
112	0.8582921575357432	flankers	left	4	0.8	left	left
113		flankers		12	0.8	right	right
114		flankers		8	0.8	left	right
115	0.70839552940879	flankers	left	4	0.8	left	left
116	0.44987775549043363	no flankers	left	4	0.8	left	left
117	0.799896742160854	flankers	right	4	0.75	right	right
118	1.6499958377567054	flankers	left	12	0.8	left	right
119	0.8667055902915308	flankers	left	12	0.8	left	right
120	0.6582655876004537	flankers	left	8	0.8	left	right
121		no flankers		12	0.8	left	left
122		flankers		12	0.8	left	left
123	1.7999928158542389	flankers	left	8	0.8	right	left
124	0.7165024956352681	flankers	left	8	0.8	right	left
125	1.2082304651107734	flankers	left	4	0.8	right	right
126	0.5083444421511558	no flankers	left	4	0.8	left	right
127	0.7166148191818138	flankers	left	8	0.8	right	right
128	0.7667524582893748	flankers	right	8	0.8	right	left
129	0.716668700273658	flankers	left	8	0.8	left	right
130	0.6499818685847458	flankers	left	4	0.8	left	right
131	0.6417332150417678	flankers	left	4	0.8	right	right
132		flankers		12	0.8	right	left
133		flankers		4	0.8	right	left
134		flankers		12	0.8	right	left
135	0.9166182972207935	flankers	right	8	0.75	right	right
136	0.7583159336368226	flankers	left	4	0.8	left	right
137		no flankers		12	0.8	left	right
138	0.816739287355631	flankers	right	4	0.8	right	left
139	0.8082018425620845	flankers	left	4	0.8	right	right
140		no flankers		12	0.8	left	right
141		flankers		8	0.8	right	right
142	0.833358895967649	flankers	left	8	0.8	right	right
143	0.49175020611664877	flankers	left	4	0.8	right	right
0		flankers		8	0.8	left	right
1		flankers		12	0.8	left	right
2	0.7167604976903021	flankers	right	4	0.8	right	left
3	0.724864613065165	no flankers	right	8	0.8	right	right
4	0.6082066319922887	flankers	left	8	0.8	right	right
5	1.0750078968585512	flankers	left	12	0.8	left	left
6	0.6499448075160217	flankers	right	4	0.8	right	right
7	0.5999819256016963	flankers	left	4	0.75	left	left
8		flankers		12	0.8	right	right
9	0.00012201644130982459	flankers	right	8	0.8	right	left
10	0.6416933031218832	flankers	right	4	0.75	right	left
11		flankers		12	0.8	right	left
12		flankers		8	0.8	right	left
13		flankers		4	0.8	left	left
14	0.9749948969761135	flankers	left	8	0.8	left	right
15	0.6417574472789056	flankers	left	8	0.8	left	right
16	1.2914776077022907	flankers	left	8	0.75	left	left
17		flankers		12	0.8	right	right
18	0.649984149265947	flankers	right	8	0.75	right	right
19	0.7750994662069388	flankers	left	8	0.75	left	right
20		flankers		12	0.8	left	left
21	0.6916858338909151	flankers	left	8	0.7	left	left
22	0.7414836515072238	flankers	left	4	0.8	left	right
23	0.8499859167941395	flankers	right	8	0.7	right	left
24		no flankers		12	0.8	left	right
25		flankers		12	0.8	left	left
26	0.824899279418787	flankers	right	4	0.8	right	left
27		flankers		12	0.8	right	left
28	1.4582766489038477	flankers	right	4	0.75	right	left
29	0.6165667538266462	no flankers	right	4	0.75	right	left
30	0.8998857948918157	no flankers	left	8	0.7	left	right
31		flankers		12	0.8	left	right
32		flankers		12	0.8	left	right
33		no flankers		12	0.8	right	left
34	1.1248268107756303	flankers	left	4	0.75	left	left
35	0.8750189581619452	flankers	right	8	0.7	right	right
36	1.1000466399295874	flankers	left	8	0.6499999999999999	left	left
37	1.0583908540124867	flankers	left	8	0.6499999999999999	left	right
38		flankers		12	0.8	left	left
39	0.8082103951164754	flankers	left	8	0.6499999999999999	left	right
40		flankers		12	0.8	left	right
41	0.6583314422687181	flankers	left	4	0.75	left	right
42	0.7500878062242009	flankers	left	4	0.8	right	right
43	0.7584017442650293	flankers	right	4	0.8	left	right
44	1.641698719739452	flankers	right	4	0.8	right	right
45		flankers		12	0.8	right	right
46		flankers		8	0.7	left	left
47		flankers		12	0.8	right	right
48		no flankers		4	0.8	left	right
49		flankers		4	0.8	right	left
50	0.8833029622624053	flankers	left	8	0.7	left	left
51	0.8916958688882914	flankers	right	4	0.8	right	right
52		flankers		12	0.8	right	left
53		flankers		12	0.8	left	right
54	1.0000145393423736	flankers	left	4	0.8	left	left
55	0.8748752752499058	no flankers	right	4	0.8	right	left
56	0.8333412206889079	flankers	right	4	0.75	right	right
57		flankers		12	0.8	right	left
58		flankers		12	0.8	left	right
59		flankers		12	0.8	right	left
60	1.7499466890785698	flankers	right	4	0.8	left	right
61		no flankers		12	0.8	right	right
62	0.8166654503033897	flankers	left	4	0.8	left	left
63	1.0666665906442176	flankers	left	8	0.7	left	right
64	0.8666474329224911	flankers	right	4	0.8	right	right
65	0.8334067902719653	flankers	right	8	0.6499999999999999	right	right
66		flankers		12	0.8	right	left
67	0.8164715924058328	flankers	right	4	0.8	left	right
68	1.1499989736935277	flankers	right	4	0.8	left	right
69	0.7582577762673282	flankers	right	8	0.6499999999999999	right	left
70		flankers		12	0.8	right	left
71	0.933294922861478	flankers	right	12	0.8	right	right
72		no flankers		8	0.6499999999999999	right	left
73		flankers		12	0.8	right	left
74	0.8832992561556239	flankers	left	4	0.8	left	left
75	1.3583477491388294	flankers	left	8	0.6499999999999999	left	left
76	0.8665182893523706	no flankers	right	4	0.8	right	left
77	1.2417185616654933	flankers	right	8	0.5999999999999999	right	left
78	0.6916798471033871	flankers	right	4	0.8	left	left
79		no flankers		12	0.8	right	left
80	1.008352994705092	flankers	right	4	0.8	left	right
81	0.8500620345271273	flankers	right	8	0.5999999999999999	right	left
82	0.816650910961016	flankers	right	8	0.6499999999999999	left	left
83		flankers		4	0.8	left	left
84		flankers		12	0.8	left	right
85	0.92502175199661	flankers	right	4	0.8	left	right
86		no flankers		8	0.6499999999999999	left	left
87		flankers		12	0.8	left	right
88		flankers		8	0.7	right	left
89		flankers		8	0.75	right	right
90		flankers		4	0.8	right	left
91		flankers		12	0.8	left	left
92		no flankers		4	0.8	right	left
93	0.6750941636228163	flankers	right	4	0.8	right	right
94		flankers		8	0.8	right	right
95		flankers		12	0.8	left	right
96	0.5333526811118645	no flankers	right	8	0.8	right	right
97		flankers		8	0.8	left	right
98		flankers		4	0.8	right	left
99	0.783224962967779	no flankers	right	8	0.8	right	right
100	0.8166711520061654	flankers	left	4	0.8	left	right
101	0.9915403834506833	no flankers	right	8	0.8	right	left
102	0.5833511986693338	flankers	right	8	0.8	right	right
103		no flankers		12	0.8	left	right
104		flankers		12	0.8	left	right
105		no flankers		8	0.8	left	right
106		flankers		12	0.8	right	right
107	0.8334364391266718	flankers	right	8	0.8	right	left
108	0.8750009977979971	flankers	right	8	0.8	left	left
109	0.6164946272851921	flankers	right	4	0.8	right	left
110		flankers		12	0.8	right	right
111		no flankers		8	0.8	right	right
112		flankers		4	0.8	right	right
113		flankers		8	0.8	right	right
114		flankers		8	0.8	right	left
115		flankers		12	0.8	right	left
116	0.9250223221665692	flankers	right	8	0.8	right	right
117		flankers		12	0.8	left	right
118	0.8582086275887377	flankers	left	4	0.8	left	right
119		no flankers		12	0.8	left	left
120	0.7331896694267925	no flankers	right	8	0.8	right	left
121		flankers		12	0.8	left	left
122		flankers		8	0.8	right	right
123	0.6998669222548415	no flankers	left	4	0.8	left	right
124		flankers		12	0.8	left	left
125		flankers		12	0.8	left	left
126		flankers		12	0.8	left	left
127	1.6333414487571645	flankers	left	4	0.8	left	left
128		flankers		12	0.8	right	left
129	1.441589760197985	flankers	left	4	0.8	right	right
130		flankers		8	0.8	left	right
131	0.6331646959683894	flankers	right	4	0.8	right	left
132	0.8500583284203458	flankers	right	4	0.8	left	left
133	0.62483023179675	flankers	right	4	0.8	right	left
134	0.6249015030825831	flankers	right	8	0.8	right	left
135	0.7832366514585374	no flankers	left	8	0.8	left	left
136	0.7667430504793629	flankers	right	8	0.8	right	left
137		flankers		12	0.8	left	left
138	0.9168030323940002	flankers	left	8	0.75	left	right
139	0.6666034727932129	flankers	left	4	0.8	left	right
140		no flankers		12	0.8	left	left
141	0.8667044499511576	flankers	left	8	0.75	left	left
142		flankers		12	0.8	left	right
143		flankers		12	0.8	right	right
0		no flankers		8	0.75	right	right
1	0.5916936452240407	flankers	right	8	0.75	right	right
2		flankers		8	0.8	right	right
3	0.5667210419064759	flankers	right	8	0.8	right	left
4		flankers		8	0.8	left	left
5		flankers		12	0.8	right	right
6	0.6250389141223422	flankers	right	4	0.75	right	right
7	0.6583531087394476	flankers	right	8	0.8	left	left
8	1.075024716882126	flankers	left	12	0.8	left	left
9	0.6831794633785648	flankers	right	4	0.75	right	right
10	0.6583742050397632	flankers	left	8	0.8	left	right
11		flankers		12	0.8	right	left
12	0.5916950706496209	flankers	right	4	0.75	right	left
