	RT	distractor_position	key_pressed	set_size	target_ecc	target_orientation	target_position
0	4.326048059372624	[[-185.02854786041644, -106.8262819149769], [185.0285478604164, 106.82628191497695], [209.3030435562053, 288.08092505035154], [263.1856410547409, 109.01506194673094], [-263.1856410547409, -109.01506194673091], [-213.65256382995383, 370.0570957208328], [-389.7607016619592, 310.8237876075463], [106.82628191497699, 185.02854786041638], [-216.30087095538414, -449.1533866360868], [-71.21752127665131, 8.721630947465956e-15], [-703.4071541103465, -111.40874842404196], [-213.65256382995392, 2.6164892842397864e-14], [-486.0236453030718, -110.93172543973893], [288.0809250503515, -209.30304355620538], [-110.03712185872324, 338.65943842273987], [142.43504255330262, 0.0], [1.3082446421198932e-14, 213.65256382995392], [-302.15035340410435, -302.15035340410407], [3.0525708316130845e-14, 498.52264893655916], [110.9317254397389, -486.0236453030718], [213.65256382995398, 370.05709572083276], [-558.7927725995479, -111.15079327241902], [-602.3032129289938, 219.22044150905236], [-288.0809250503516, -209.30304355620527], [-602.303212928994, -219.22044150905222], [555.0856435812492, 320.4788457449308], [555.085643581249, -320.47884574493116], [-216.30087095538403, 449.15338663608685], [-209.30304355620532, -288.0809250503515]]	left	30	8	left	[ -2.84870085e+02   3.48865238e-14]
1	4.58921255635687	[[-302.15035340410435, -302.15035340410407], [427.30512765990784, 0.0], [-640.9576914898618, 7.849467852719359e-14], [-201.43356893606952, -201.43356893606946], [631.2201039320228, -111.30113508881706], [-402.86713787213904, -402.8671378721389], [-288.0809250503516, -209.30304355620527], [-558.7927725995479, -111.15079327241902], [-110.03712185872332, -338.6594384227398], [-110.03712185872324, 338.65943842273987], [-106.82628191497706, -185.02854786041632], [110.03712185872328, 338.6594384227398], [209.3030435562053, 288.08092505035154], [106.82628191497682, -185.02854786041647]]	right	15	12	right	[ 370.05709572  213.65256383]
2	1.1607299965962738	[[-110.93172543973895, 486.0236453030718], [526.3712821094819, 218.03012389346188], [-370.0570957208327, 213.65256382995406], [-555.0856435812492, 320.4788457449308], [-3.9247339263596795e-14, -213.65256382995392], [449.15338663608685, 216.30087095538406], [-106.82628191497706, -185.02854786041632], [302.15035340410424, 302.1503534041042], [-100.71678446803473, 100.71678446803475], [-201.43356893606952, -201.43356893606946], [110.03712185872328, 338.6594384227398], [3.0525708316130845e-14, 498.52264893655916], [555.0856435812492, 320.4788457449308], [-310.82378760754636, -389.76070166195916], [-338.6594384227398, 110.0371218587233], [-106.82628191497692, 185.0285478604164], [-631.2201039320228, 111.30113508881726], [-473.72163844036436, -316.530679125981], [-338.65943842273987, -110.03712185872322], [486.02364530307176, -110.93172543973911], [288.08092505035154, 209.3030435562053], [100.71678446803475, 100.71678446803473], [302.1503534041041, -302.1503534041043], [412.7450585124522, -110.59470510834842], [-6.541223210599466e-14, -356.0876063832565], [-486.0236453030718, 110.93172543973904], [-185.02854786041635, 106.82628191497703], [-555.0856435812493, -320.4788457449307], [-109.01506194673092, 263.1856410547409]]	right	30	4	right	[-100.71678447 -100.71678447]
3	1.061582664733578	[[569.7401702132105, 0.0], [-106.82628191497692, 185.0285478604164], [370.0570957208328, 213.6525638299539], [209.3030435562052, -288.0809250503516], [703.4071541103464, -111.40874842404224], [-263.1856410547409, 109.01506194673097], [106.82628191497699, 185.02854786041638], [-185.02854786041644, -106.8262819149769], [-555.0856435812492, 320.4788457449308], [263.18564105474087, -109.01506194673111], [-6.541223210599466e-14, -356.0876063832565], [712.175212766513, 0.0], [-302.15035340410435, -302.15035340410407], [555.0856435812492, 320.4788457449308], [109.01506194673095, 263.1856410547409], [558.7927725995479, 111.15079327241895], [-677.3188768454797, -220.07424371744645], [-201.43356893606946, 201.4335689360695], [-142.43504255330262, 1.7443261894931912e-14], [-5.232978568479573e-14, -284.87008510660525], [201.43356893606943, -201.43356893606952], [449.15338663608685, 216.30087095538406], [-100.71678446803473, 100.71678446803475], [412.7450585124523, 110.59470510834807], [100.71678446803475, 100.71678446803473], [110.59470510834788, -412.7450585124524], [-703.4071541103464, 111.40874842404214], [555.085643581249, -320.47884574493116], [-338.6594384227398, 110.0371218587233]]	right	30	4	right	[ 100.71678447 -100.71678447]
4	1.4451824022162327	[[263.18564105474087, -109.01506194673111], [310.8237876075462, -389.7607016619593], [-677.3188768454796, 220.0742437174466], [602.303212928994, 219.22044150905228], [-213.65256382995392, 2.6164892842397864e-14], [209.3030435562052, -288.0809250503516], [338.6594384227398, -110.03712185872334], [338.6594384227398, 110.03712185872327], [110.0371218587232, -338.65943842273987], [-310.82378760754625, 389.7607016619593], [-5.232978568479573e-14, -284.87008510660525], [-703.4071541103464, 111.40874842404214], [-370.0570957208329, -213.6525638299538], [-486.0236453030718, -110.93172543973893], [-526.3712821094819, -218.03012389346182], [402.86713787213887, -402.86713787213904], [356.0876063832565, 0.0], [-7.849467852719359e-14, -427.30512765990784], [106.82628191497682, -185.02854786041647], [-213.65256382995383, 370.0570957208328], [1.7443261894931912e-14, 284.87008510660525], [-109.0150619467311, -263.18564105474087], [4.360815473732978e-15, 71.21752127665131], [703.4071541103464, -111.40874842404224], [-677.3188768454797, -220.07424371744645], [602.3032129289937, -219.22044150905273], [473.72163844036425, 316.5306791259812], [-555.0856435812493, -320.4788457449307], [209.3030435562053, 288.08092505035154]]	left	30	8	left	[ 263.18564105  109.01506195]
5	1.1187240882445622	[[703.4071541103464, -111.40874842404224], [2.1804077368664886e-14, 356.0876063832565], [-110.93172543973895, 486.0236453030718], [-555.0856435812493, -320.4788457449307], [-712.175212766513, 8.721630947465955e-14], [109.015061946731, -263.18564105474087], [449.1533866360868, -216.30087095538417], [106.82628191497682, -185.02854786041647], [-213.65256382995383, 370.0570957208328], [-263.1856410547409, -109.01506194673091], [677.3188768454796, 220.07424371744654], [412.7450585124522, -110.59470510834842], [640.9576914898618, 0.0], [110.03712185872328, 338.6594384227398]]	right	15	8	right	[ -2.84870085e+02   3.48865238e-14]
6	1.0854298892281804	[[213.65256382995364, -370.05709572083293], [356.0876063832565, 0.0], [703.4071541103464, -111.40874842404224], [-412.7450585124524, -110.59470510834791]]	right	5	8	right	[ -5.23297857e-14  -2.84870085e+02]
7	1.2627131884164555	[[-201.43356893606952, -201.43356893606946], [703.4071541103465, 111.40874842404206], [389.7607016619592, 310.82378760754625], [640.9576914898618, 0.0]]	left	5	8	left	[ 201.43356894 -201.43356894]
8	1.5317600920061523	[[209.3030435562053, 288.08092505035154], [526.3712821094817, -218.03012389346222], [110.0371218587232, -338.65943842273987], [4.360815473732978e-15, 71.21752127665131], [110.59470510834788, -412.7450585124524], [631.2201039320228, -111.30113508881706], [216.30087095538397, -449.1533866360869], [338.6594384227398, 110.03712185872327], [-473.7216384403643, 316.5306791259812], [558.7927725995478, -111.15079327241922], [110.03712185872328, 338.6594384227398], [-110.5947051083484, -412.7450585124522], [2.6164892842397864e-14, 427.30512765990784], [631.2201039320228, 111.30113508881703], [-640.9576914898618, 7.849467852719359e-14], [209.3030435562052, -288.0809250503516], [703.4071541103465, 111.40874842404206], [263.1856410547409, 109.01506194673094], [-389.7607016619592, 310.8237876075463], [-288.0809250503515, 209.30304355620532], [402.867137872139, 402.8671378721389], [-473.72163844036436, -316.530679125981], [-526.3712821094819, -218.03012389346182], [-602.303212928994, -219.22044150905222], [100.71678446803475, 100.71678446803473], [213.65256382995398, 370.05709572083276], [-213.65256382995412, -370.05709572083265], [3.0525708316130845e-14, 498.52264893655916], [142.43504255330262, 0.0]]	left	30	12	left	[-370.05709572 -213.65256383]
9	1.7061687580426224	[[106.82628191497682, -185.02854786041647], [-473.72163844036436, -316.530679125981], [216.30087095538397, -449.1533866360869], [100.71678446803475, 100.71678446803473], [-473.7216384403643, 316.5306791259812], [370.05709572083265, -213.65256382995412], [412.7450585124523, 110.59470510834807], [712.175212766513, 0.0], [-370.0570957208327, 213.65256382995406], [-213.65256382995383, 370.0570957208328], [-555.0856435812493, -320.4788457449307], [-263.1856410547409, -109.01506194673091], [-783.3927340431644, 9.59379404221255e-14], [-288.0809250503516, -209.30304355620527]]	right	15	12	right	[ 427.30512766    0.        ]
